id,label
jet_877,0.00712806
jet_4950,0.3624613
jet_2484,0.15177406
jet_2288,0.63866866
jet_811,0.011688013
jet_248,0.0032629424
jet_3298,0.00455065
jet_106,0.007747282
jet_279,0.40406093
jet_1281,0.012317152
jet_2822,0.008683112
jet_4159,0.92819846
jet_5025,0.9081851
jet_3970,0.9497806
jet_333,0.02381786
jet_3064,0.005263174
jet_501,0.009132297
jet_2092,0.005950906
jet_3253,0.007349809
jet_1477,0.007666709
jet_4449,0.9282393
jet_2547,0.00801633
jet_2841,0.08834869
jet_1158,0.018751564
jet_4668,0.9551369
jet_859,0.011212517
jet_2686,0.5371228
jet_4479,0.8753643
jet_3570,0.8647708
jet_1335,0.001547142
jet_3686,0.716581
jet_2445,0.011370422
jet_2536,0.015213733
jet_2083,0.0014851226
jet_1807,0.013256416
jet_2584,0.0038280913
jet_3630,0.8329884
jet_4119,0.40495995
jet_296,0.009724838
jet_2100,0.012773707
jet_1784,0.007622282
jet_2394,0.009263556
jet_393,0.06407718
jet_1569,0.01346664
jet_681,0.020768542
jet_2722,0.008020058
jet_2357,0.018665623
jet_3924,0.80520415
jet_2329,0.5179029
jet_3347,0.9689675
jet_2895,0.034937065
jet_79,0.03463916
jet_742,0.009461059
jet_2653,0.0046579693
jet_199,0.0067469184
jet_4543,0.7754023
jet_5010,0.67654586
jet_429,0.010769815
jet_3558,0.7399236
jet_4853,0.9261354
jet_179,0.007304846
jet_65,0.1823606
jet_4281,0.81469214
jet_4860,0.24647415
jet_764,0.008229269
jet_2589,0.0086468095
jet_5023,0.8424952
jet_4322,0.27675137
jet_881,0.004613481
jet_1168,0.01321583
jet_4506,0.4559331
jet_3040,0.7143055
jet_2170,0.006066198
jet_3737,0.7276467
jet_1912,0.0061121383
jet_29,0.09165948
jet_584,0.020615011
jet_472,0.006849487
jet_491,0.009609742
jet_2974,0.06644305
jet_2121,0.03613756
jet_2877,0.039817296
jet_553,0.09161184
jet_798,0.00876236
jet_1170,0.006540442
jet_724,0.005536065
jet_2487,0.018195441
jet_1212,0.018307831
jet_1433,0.010070855
jet_3197,0.007906446
jet_1181,0.023301376
jet_23,0.9563282
jet_2259,0.0062718065
jet_3988,0.7182517
jet_168,0.13181373
jet_3605,0.9609763
jet_1592,0.8731414
jet_2986,0.0050986046
jet_4564,0.5168475
jet_4221,0.84044534
jet_227,0.03379862
jet_1420,0.01951386
jet_4195,0.9768064
jet_2746,0.021101383
jet_1532,0.42907828
jet_3916,0.84150577
jet_4325,0.86532444
jet_842,0.017362755
jet_1305,0.0041328063
jet_240,0.77559555
jet_84,0.024699308
jet_3164,0.073402606
jet_807,0.28009632
jet_4776,0.86200756
jet_2750,0.010525839
jet_1360,0.009716085
jet_705,0.008919717
jet_3912,0.79226375
jet_927,0.02705858
jet_746,0.01549478
jet_2459,0.010076903
jet_157,0.011359589
jet_1330,0.8072518
jet_3257,0.056379076
jet_1270,0.016417747
jet_4398,0.77827483
jet_2992,0.06922704
jet_1038,0.0054884073
jet_4981,0.27593887
jet_3447,0.8110863
jet_763,0.0051208283
jet_1444,0.013918457
jet_3805,0.86194587
jet_1593,0.0072879256
jet_1041,0.034346372
jet_1103,0.013432355
jet_2119,0.070140615
jet_4231,0.90832245
jet_1626,0.010144615
jet_3543,0.9570334
jet_3918,0.9603255
jet_2859,0.0121258795
jet_3958,0.023230033
jet_4154,0.7802956
jet_2520,0.005114834
jet_4952,0.86781394
jet_4621,0.8106576
jet_3683,0.87334776
