id,label
jet_877,0.0025252409
jet_4950,0.15965596
jet_2484,0.04236332
jet_2288,0.6652519
jet_811,0.0045986515
jet_248,0.00031470432
jet_3298,0.0008099731
jet_106,0.004089924
jet_279,0.22192407
jet_1281,0.0129217785
jet_2822,0.0016755274
jet_4159,0.94284874
jet_5025,0.9173429
jet_3970,0.96135956
jet_333,0.024155105
jet_3064,0.0049074357
jet_501,0.002659468
jet_2092,0.0006029124
jet_3253,0.00119271
jet_1477,0.0012475598
jet_4449,0.8974173
jet_2547,0.0121860895
jet_2841,0.012495982
jet_1158,0.003194725
jet_4668,0.94767195
jet_859,0.0077686734
jet_2686,0.63175356
jet_4479,0.81656486
jet_3570,0.96931267
jet_1335,0.00061880605
jet_3686,0.9585654
jet_2445,0.0013776171
jet_2536,0.0063514668
jet_2083,0.00079954934
jet_1807,0.0039642127
jet_2584,0.0029603848
jet_3630,0.8035325
jet_4119,0.3370083
jet_296,0.0015829288
jet_2100,0.0024312655
jet_1784,0.0016780595
jet_2394,0.00077562715
jet_393,0.06648852
jet_1569,0.004466571
jet_681,0.0043085646
jet_2722,0.0058064125
jet_2357,0.025262566
jet_3924,0.84164274
jet_2329,0.21394995
jet_3347,0.99950683
jet_2895,0.014882289
jet_79,0.10551262
jet_742,0.003017915
jet_2653,0.0025751293
jet_199,0.0026024068
jet_4543,0.7003547
jet_5010,0.7002436
jet_429,0.0018519767
jet_3558,0.83841497
jet_4853,0.95372796
jet_179,0.0035310825
jet_65,0.036912803
jet_4281,0.91916853
jet_4860,0.67778695
jet_764,0.001236931
jet_2589,0.017444763
jet_5023,0.87098306
jet_4322,0.20624603
jet_881,0.00093729276
jet_1168,0.004061673
jet_4506,0.24915616
jet_3040,0.78014565
jet_2170,0.0018384613
jet_3737,0.6705754
jet_1912,0.0026859336
jet_29,0.11448521
jet_584,0.001966492
jet_472,0.0031298744
jet_491,0.001670972
jet_2974,0.055069868
jet_2121,0.0435672
jet_2877,0.007576513
jet_553,0.20809928
jet_798,0.0024389557
jet_1170,0.003942314
jet_724,0.0014449313
jet_2487,0.0011155279
jet_1212,0.0081023555
jet_1433,0.007434915
jet_3197,0.0025635068
jet_1181,0.002426584
jet_23,0.9108633
jet_2259,0.011655483
jet_3988,0.7435963
jet_168,0.11276217
jet_3605,0.9680008
jet_1592,0.5796777
jet_2986,0.0028810112
jet_4564,0.71533656
jet_4221,0.9109802
jet_227,0.07154812
jet_1420,0.0016493942
jet_4195,0.96718436
jet_2746,0.0016366092
jet_1532,0.2751447
jet_3916,0.90294766
jet_4325,0.99127233
jet_842,0.004415231
jet_1305,0.0011731498
jet_240,0.81607205
jet_84,0.0044245324
jet_3164,0.045245
jet_807,0.39737767
jet_4776,0.88278854
jet_2750,0.0017246017
jet_1360,0.002769008
jet_705,0.003333578
jet_3912,0.7650035
jet_927,0.023252895
jet_746,0.0050985557
jet_2459,0.002299832
jet_157,0.0020284727
jet_1330,0.44307092
jet_3257,0.09114085
jet_1270,0.0042354427
jet_4398,0.8203912
jet_2992,0.0039164266
jet_1038,0.00092492433
jet_4981,0.6603289
jet_3447,0.8588305
jet_763,0.0019383233
jet_1444,0.01506703
jet_3805,0.9408413
jet_1593,0.0012219424
jet_1041,0.010278261
jet_1103,0.0011821176
jet_2119,0.05002406
jet_4231,0.8657736
jet_1626,0.003645663
jet_3543,0.9543032
jet_3918,0.95934767
jet_2859,0.0030088744
jet_3958,0.0059996047
jet_4154,0.79011565
jet_2520,0.001548834
jet_4952,0.9212988
jet_4621,0.8373404
jet_3683,0.9299847
jet_3909,0.9050433
jet_1144,0.0016280765
jet_4064,0.8364003
jet_4969,0.9146681
jet_1620,0.002348341
jet_4588,0.9466408
jet_1192,0.0027448952
jet_1101,0.0011733482
jet_1978,0.058464766
jet_4212,0.9287562
jet_422,0.08525077
jet_589,0.09444757
jet_2497,0.001161703
jet_2104,0.008178571
jet_657,0.5882106
jet_2697,0.0020672036
jet_4050,0.70781267
jet_4256,0.91585934
jet_4882,0.92309004
jet_426,0.018844208
jet_4280,0.54954886
jet_4819,0.88731873
jet_2907,0.0014598729
jet_3184,0.035927586
jet_1769,0.00065751176
jet_2656,0.011767265
jet_3409,0.9302034
jet_4985,0.96759194
jet_2753,0.0019347076
jet_1943,0.5357192
jet_1833,0.013609032
jet_8,0.0036499107
jet_2927,0.0008340612
jet_4140,0.70573795
jet_3360,0.9520556
jet_751,0.002491186
jet_3130,0.0035001936
jet_144,0.0025770394
jet_670,0.003957794
jet_2291,0.003275114
jet_3066,0.0059908815
jet_4295,0.012240722
jet_4180,0.9255502
jet_151,0.0264847
jet_3784,0.9140438
jet_3894,0.8833806
jet_2456,0.00066239125
jet_1788,0.665742
jet_2447,0.0013268316
jet_4995,0.60780853
jet_4342,0.22992174
jet_3889,0.047408987
jet_561,0.87841207
jet_2432,0.057517763
jet_2881,0.0011145672
jet_3466,0.8841786
jet_416,0.84551615
jet_624,0.03980475
jet_3734,0.89740336
jet_1437,0.0025387085
jet_2436,0.07171716
jet_3313,0.9006863
jet_2655,0.00080466503
jet_4272,0.9388274
jet_2042,0.00040692167
jet_2845,0.24943258
jet_100,0.36436838
jet_3096,0.0011833548
jet_3669,0.579188
jet_3845,0.19175597
jet_2225,0.4908394
jet_555,0.010203367
jet_4826,0.9032036
jet_676,0.0015315134
jet_3418,0.7916999
jet_2407,0.0006724406
jet_4023,0.9433693
jet_4125,0.6161679
jet_4088,0.95736897
jet_3078,0.6698247
jet_1499,0.0021867077
jet_907,0.06667487
jet_468,0.0034151895
jet_2644,0.002416006
jet_4916,0.887491
jet_2233,0.0016466687
jet_485,0.010075732
jet_3340,0.86322147
jet_486,0.0043464466
jet_3950,0.800868
jet_3838,0.9561331
jet_297,0.0025019266
jet_1971,0.0021670174
jet_228,0.03667004
jet_4907,0.8656727
jet_3938,0.9473755
jet_3285,0.00087667676
jet_2086,0.0040298626
jet_3959,0.9068094
jet_3326,0.9640343
jet_1654,0.0021226194
jet_4697,0.93051845
jet_1859,0.012141988
jet_33,0.039182894
jet_2820,0.007868766
jet_3439,0.92961013
jet_2836,0.00136375
jet_414,0.44303736
jet_1684,0.005289013
jet_1519,0.026963081
jet_465,0.8620217
jet_1907,0.010977853
jet_230,0.005162525
jet_2648,0.0025876684
jet_1010,0.0032763844
