id,label
jet_877,0.005461395
jet_4950,0.3280912
jet_2484,0.19332138
jet_2288,0.72083116
jet_811,0.010825675
jet_248,0.0020820023
jet_3298,0.0044209524
jet_106,0.0064697815
jet_279,0.3663494
jet_1281,0.017108206
jet_2822,0.0063911513
jet_4159,0.9218559
jet_5025,0.87484825
jet_3970,0.93015647
jet_333,0.02684332
jet_3064,0.0059640063
jet_501,0.008541716
jet_2092,0.004854035
jet_3253,0.005185139
jet_1477,0.0057546655
jet_4449,0.88080597
jet_2547,0.013775715
jet_2841,0.077782094
jet_1158,0.015923485
jet_4668,0.96240395
jet_859,0.018683225
jet_2686,0.60863477
jet_4479,0.9043709
jet_3570,0.8861016
jet_1335,0.0015312427
jet_3686,0.7757906
jet_2445,0.016667282
jet_2536,0.014205248
jet_2083,0.0017115822
jet_1807,0.008989932
jet_2584,0.005471551
jet_3630,0.8076866
jet_4119,0.56363904
jet_296,0.0071573444
jet_2100,0.007399913
jet_1784,0.005858044
jet_2394,0.0063519734
jet_393,0.06067702
jet_1569,0.012407725
jet_681,0.015237624
jet_2722,0.009416068
jet_2357,0.024971828
jet_3924,0.7993347
jet_2329,0.399522
jet_3347,0.9639887
jet_2895,0.028444692
jet_79,0.057790726
jet_742,0.0066600833
jet_2653,0.005927472
jet_199,0.006813321
jet_4543,0.7617831
jet_5010,0.6856594
jet_429,0.008929055
jet_3558,0.76049507
jet_4853,0.9029462
jet_179,0.006458584
jet_65,0.25420493
jet_4281,0.8297193
jet_4860,0.52954125
jet_764,0.005678612
jet_2589,0.015896589
jet_5023,0.8018873
jet_4322,0.42018196
jet_881,0.005460686
jet_1168,0.012650715
jet_4506,0.47434434
jet_3040,0.71301115
jet_2170,0.013960196
jet_3737,0.79988956
jet_1912,0.004159454
jet_29,0.10035532
jet_584,0.011009288
jet_472,0.0070763454
jet_491,0.0070488052
jet_2974,0.050412063
jet_2121,0.04073735
jet_2877,0.014598604
jet_553,0.19663127
jet_798,0.0044881483
jet_1170,0.00500434
jet_724,0.003837213
jet_2487,0.008288581
jet_1212,0.011429693
jet_1433,0.012410874
jet_3197,0.006506742
jet_1181,0.017191961
jet_23,0.94813234
jet_2259,0.011024609
jet_3988,0.79238814
jet_168,0.26207542
jet_3605,0.96123385
jet_1592,0.75724065
jet_2986,0.0023417554
jet_4564,0.61883026
jet_4221,0.86907697
jet_227,0.05782729
jet_1420,0.0088883685
jet_4195,0.9698178
jet_2746,0.011647886
jet_1532,0.4826558
jet_3916,0.8697779
jet_4325,0.8651672
jet_842,0.011791507
jet_1305,0.0032605266
jet_240,0.7162559
jet_84,0.029508637
jet_3164,0.071874335
jet_807,0.4511999
jet_4776,0.87161505
jet_2750,0.008244399
jet_1360,0.008883515
jet_705,0.009750166
jet_3912,0.8205146
jet_927,0.030771874
jet_746,0.013851377
jet_2459,0.0054728566
jet_157,0.00798185
jet_1330,0.81716406
jet_3257,0.07037185
jet_1270,0.01767782
jet_4398,0.8264391
jet_2992,0.0283845
jet_1038,0.00514935
jet_4981,0.38525224
jet_3447,0.82515293
jet_763,0.0035696782
jet_1444,0.016269604
jet_3805,0.8745593
jet_1593,0.005725239
jet_1041,0.023625363
jet_1103,0.010243676
jet_2119,0.041825105
jet_4231,0.87714994
jet_1626,0.010824856
jet_3543,0.95784724
jet_3918,0.9344165
jet_2859,0.013317602
jet_3958,0.018267866
jet_4154,0.7268312
jet_2520,0.00406147
jet_4952,0.8886802
jet_4621,0.8274467
jet_3683,0.8932652
jet_3909,0.82415694
jet_1144,0.0078298375
jet_4064,0.82964385
jet_4969,0.87260693
jet_1620,0.005927737
jet_4588,0.90390956
jet_1192,0.0077113733
jet_1101,0.016073238
jet_1978,0.009248703
jet_4212,0.9114011
jet_422,0.08880817
jet_589,0.2214833
jet_2497,0.0068748454
jet_2104,0.019134687
jet_657,0.687801
jet_2697,0.006668794
jet_4050,0.67622006
jet_4256,0.7206815
jet_4882,0.8828607
jet_426,0.013074345
jet_4280,0.7214052
jet_4819,0.7749374
jet_2907,0.0021159127
jet_3184,0.06178517
jet_1769,0.0061384914
jet_2656,0.054385632
jet_3409,0.9147217
jet_4985,0.96838576
jet_2753,0.00644421
jet_1943,0.6571023
jet_1833,0.01386258
jet_8,0.011823883
jet_2927,0.008441113
jet_4140,0.679162
jet_3360,0.92699957
jet_751,0.006190353
jet_3130,0.007111637
jet_144,0.0071367696
jet_670,0.007544462
jet_2291,0.0043181963
jet_3066,0.01457701
jet_4295,0.008712241
jet_4180,0.93574554
jet_151,0.018937303
jet_3784,0.8458649
jet_3894,0.8178387
jet_2456,0.003747799
jet_1788,0.62784505
jet_2447,0.0038798337
jet_4995,0.7256164
jet_4342,0.24589564
jet_3889,0.032875493
jet_561,0.7760143
jet_2432,0.087178595
jet_2881,0.0059135095
jet_3466,0.8526325
jet_416,0.8131871
jet_624,0.0978996
jet_3734,0.80859935
jet_1437,0.0096388105
jet_2436,0.104520775
jet_3313,0.8398365
jet_2655,0.004664009
jet_4272,0.95690936
jet_2042,0.003125612
jet_2845,0.48025808
jet_100,0.42497414
jet_3096,0.011278499
jet_3669,0.5396184
jet_3845,0.5358417
jet_2225,0.30109546
jet_555,0.010429581
jet_4826,0.8885379
jet_676,0.009258585
jet_3418,0.5958557
jet_2407,0.005904587
jet_4023,0.90382767
jet_4125,0.7648022
jet_4088,0.9408259
jet_3078,0.71494377
jet_1499,0.012052612
jet_907,0.08917968
jet_468,0.008460423
jet_2644,0.007993376
jet_4916,0.8265505
jet_2233,0.008390277
jet_485,0.02405081
jet_3340,0.8297357
jet_486,0.0051144976
