id,label
jet_877,0.0015875062
jet_4950,0.13327827
jet_2484,0.3943994
jet_2288,0.8737616
jet_811,0.0024348139
jet_248,0.0008179995
jet_3298,0.0004918993
jet_106,0.00032499345
jet_279,0.14208741
jet_1281,0.0011826729
jet_2822,0.0018622059
jet_4159,0.90715873
jet_5025,0.9280885
jet_3970,0.9331906
jet_333,0.02230343
jet_3064,0.0020005836
jet_501,0.00515487
jet_2092,0.0013561274
jet_3253,0.00091482897
jet_1477,0.0022039034
jet_4449,0.91082835
jet_2547,0.009000051
jet_2841,0.12617925
jet_1158,0.035982776
jet_4668,0.96167785
jet_859,0.031499553
jet_2686,0.8162209
jet_4479,0.5695886
jet_3570,0.9750769
jet_1335,0.00019556111
jet_3686,0.9667168
jet_2445,7.980419e-05
jet_2536,0.015070746
jet_2083,0.004214753
jet_1807,0.010026868
jet_2584,7.792909e-09
jet_3630,0.8716171
jet_4119,0.6846254
jet_296,0.0054827603
jet_2100,0.007095746
jet_1784,0.0001381841
jet_2394,5.1359084e-06
jet_393,0.11449267
jet_1569,0.0009896406
jet_681,0.007536306
jet_2722,0.0033952757
jet_2357,0.011791588
jet_3924,0.93747836
jet_2329,0.19207458
jet_3347,0.9985124
jet_2895,0.03934281
jet_79,0.12901062
jet_742,0.001550745
jet_2653,0.0046907524
jet_199,0.016020073
jet_4543,0.8656219
jet_5010,0.8166072
jet_429,0.006555917
jet_3558,0.8955437
jet_4853,0.95370543
jet_179,0.003987221
jet_65,0.06916531
jet_4281,0.90678465
jet_4860,0.59819144
jet_764,0.0013936276
jet_2589,0.020141125
jet_5023,0.88825613
jet_4322,0.17879584
jet_881,0.0026742143
jet_1168,0.052155744
jet_4506,0.14822902
jet_3040,0.43362254
jet_2170,0.00020846027
jet_3737,0.84088355
jet_1912,0.00047991486
jet_29,0.114838965
jet_584,0.00020303378
jet_472,0.0041816877
jet_491,0.0017402561
jet_2974,0.09685513
jet_2121,0.035785075
jet_2877,0.00034783356
jet_553,0.22658268
jet_798,0.016883716
jet_1170,0.0006494729
jet_724,0.0024230704
jet_2487,0.016165668
jet_1212,0.01296518
jet_1433,0.030287804
jet_3197,0.004459243
jet_1181,0.006334778
jet_23,0.8069966
jet_2259,0.005976046
jet_3988,0.86867213
jet_168,0.13734423
jet_3605,0.9248689
jet_1592,0.8764205
jet_2986,0.01519492
jet_4564,0.19520915
jet_4221,0.91493386
jet_227,0.102850586
jet_1420,0.002508465
jet_4195,0.95157063
jet_2746,0.0019279721
jet_1532,0.4386223
jet_3916,0.91184443
jet_4325,0.98321646
jet_842,0.0008638115
jet_1305,0.009675045
jet_240,0.9042918
jet_84,0.0124210585
jet_3164,0.09512927
jet_807,0.26322594
jet_4776,0.8983398
jet_2750,0.0021398712
jet_1360,0.00020296779
jet_705,0.00713538
jet_3912,0.680526
jet_927,0.060245518
jet_746,0.00616209
jet_2459,0.00034437203
jet_157,0.002738735
jet_1330,0.50916207
jet_3257,0.045566034
jet_1270,0.006976509
jet_4398,0.73861265
jet_2992,0.026224924
jet_1038,9.797348e-05
jet_4981,0.27456343
jet_3447,0.89569867
jet_763,0.0018556666
jet_1444,0.038575638
jet_3805,0.93884027
jet_1593,0.0018201659
jet_1041,0.030320393
jet_1103,0.003209551
jet_2119,0.09399819
jet_4231,0.9026858
jet_1626,0.003837382
jet_3543,0.9295119
jet_3918,0.91413504
jet_2859,0.0004589433
jet_3958,0.017852506
jet_4154,0.8624286
jet_2520,0.00077544566
jet_4952,0.8866338
jet_4621,0.9127633
jet_3683,0.94332445
jet_3909,0.918004
jet_1144,0.0029116874
jet_4064,0.43421674
jet_4969,0.9316326
jet_1620,0.00058487174
jet_4588,0.9254323
jet_1192,0.00064862234
jet_1101,0.0064881924
jet_1978,0.14520498
jet_4212,0.8830952
jet_422,0.19035007
jet_589,0.06498794
jet_2497,0.00365908
jet_2104,0.009858874
jet_657,0.48233932
jet_2697,0.001278849
jet_4050,0.8781922
jet_4256,0.8960108
jet_4882,0.86171657
jet_426,0.013082335
jet_4280,0.34224895
jet_4819,0.89544475
jet_2907,0.0005760572
jet_3184,0.0067239217
jet_1769,0.0068262266
jet_2656,0.20785393
jet_3409,0.94723403
jet_4985,0.94729376
jet_2753,0.0013715149
jet_1943,0.57982105
jet_1833,0.0048738867
jet_8,0.018088749
jet_2927,0.010172432
jet_4140,0.89101356
jet_3360,0.8711919
jet_751,0.0050343033
jet_3130,0.00037983226
jet_144,0.001319941
jet_670,0.0047701416
jet_2291,0.00045215225
jet_3066,5.060623e-05
jet_4295,0.004356148
jet_4180,0.966898
jet_151,0.033762693
jet_3784,0.952616
jet_3894,0.88992035
jet_2456,0.002260531
jet_1788,0.4891477
jet_2447,8.4752595e-05
jet_4995,0.84722984
jet_4342,0.31043416
jet_3889,0.006639499
jet_561,0.8737274
jet_2432,0.049895346
jet_2881,0.003153975
jet_3466,0.9579053
jet_416,0.88414603
jet_624,0.0026343074
jet_3734,0.9177803
jet_1437,0.0049726414
jet_2436,1.1734762e-05
jet_3313,0.8961005
jet_2655,0.0017056478
jet_4272,0.91858566
jet_2042,0.00071217085
jet_2845,0.06827321
jet_100,0.16015834
jet_3096,0.026911216
jet_3669,0.8060847
jet_3845,0.24177821
jet_2225,0.13321058
jet_555,0.0060385778
