id,label
jet_877,0.0118726725
jet_4950,0.36221385
jet_2484,0.24636091
jet_2288,0.7869947
jet_811,0.020732319
jet_248,0.0031990386
jet_3298,0.008074084
jet_106,0.009506385
jet_279,0.49083158
jet_1281,0.0039036924
jet_2822,0.012894434
jet_4159,0.8953041
jet_5025,0.84373134
jet_3970,0.9315522
jet_333,0.01454563
jet_3064,0.00751248
jet_501,0.015311214
jet_2092,0.00782789
jet_3253,0.008646691
jet_1477,0.008369132
jet_4449,0.92577714
jet_2547,0.01913255
jet_2841,0.19951396
jet_1158,0.019939084
jet_4668,0.94791406
jet_859,0.03483179
jet_2686,0.19225194
jet_4479,0.887053
jet_3570,0.7668385
jet_1335,0.002192374
jet_3686,0.37278035
jet_2445,0.007840402
jet_2536,0.011206561
jet_2083,0.002436582
jet_1807,0.018271415
jet_2584,0.0020586269
jet_3630,0.88540053
jet_4119,0.5271008
jet_296,0.01193359
jet_2100,0.0088653825
jet_1784,0.012234837
jet_2394,0.0062846164
jet_393,0.045847677
jet_1569,0.017865388
jet_681,0.01716051
jet_2722,0.017694883
jet_2357,0.02701038
jet_3924,0.8791933
jet_2329,0.23146342
jet_3347,0.9901096
jet_2895,0.045301937
jet_79,0.04193266
jet_742,0.012325014
jet_2653,0.008410091
jet_199,0.01101167
jet_4543,0.86798394
jet_5010,0.6941399
jet_429,0.016819876
jet_3558,0.7512817
jet_4853,0.95667213
jet_179,0.013746696
jet_65,0.069007635
jet_4281,0.9252447
jet_4860,0.44653362
jet_764,0.009110769
jet_2589,0.017035028
jet_5023,0.8104512
jet_4322,0.24188873
jet_881,0.0035780526
jet_1168,0.0113898115
jet_4506,0.44354314
jet_3040,0.41714808
jet_2170,0.020431956
jet_3737,0.75171995
jet_1912,0.0077583343
jet_29,0.112151556
jet_584,0.025238844
jet_472,0.0122739
jet_491,0.011380751
jet_2974,0.118575886
jet_2121,0.060481023
jet_2877,0.013401098
jet_553,0.13387449
jet_798,0.0042729788
jet_1170,0.003576268
jet_724,0.006109147
jet_2487,0.0063405614
jet_1212,0.004888734
jet_1433,0.024302434
jet_3197,0.0066123875
jet_1181,0.034637406
jet_23,0.9289336
jet_2259,0.010645524
jet_3988,0.6644356
jet_168,0.04751491
jet_3605,0.95113975
jet_1592,0.81945
jet_2986,0.0019986613
jet_4564,0.60129726
jet_4221,0.9348128
jet_227,0.06502098
jet_1420,0.008104556
jet_4195,0.9541666
jet_2746,0.018062383
jet_1532,0.410969
jet_3916,0.8593889
jet_4325,0.7497939
jet_842,0.017615689
jet_1305,0.004702374
jet_240,0.7427129
jet_84,0.0180579
jet_3164,0.14039247
jet_807,0.21709636
jet_4776,0.9571296
jet_2750,0.015079937
jet_1360,0.015897416
jet_705,0.012857833
jet_3912,0.9225798
jet_927,0.029757677
jet_746,0.020731768
jet_2459,0.0074943025
jet_157,0.012187719
jet_1330,0.8210894
jet_3257,0.10326324
jet_1270,0.026875623
jet_4398,0.7453272
jet_2992,0.010053613
jet_1038,0.005728913
jet_4981,0.32961297
jet_3447,0.8145947
jet_763,0.0038677668
jet_1444,0.020696376
jet_3805,0.94235915
jet_1593,0.010518302
jet_1041,0.028001932
jet_1103,0.017882079
jet_2119,0.043328397
jet_4231,0.83122534
jet_1626,0.011996207
jet_3543,0.94583523
jet_3918,0.9151533
jet_2859,0.009024009
jet_3958,0.033508737
jet_4154,0.7757785
jet_2520,0.0067534884
jet_4952,0.9163402
jet_4621,0.9370713
jet_3683,0.9581954
jet_3909,0.9104106
jet_1144,0.015432399
jet_4064,0.92013335
jet_4969,0.933103
jet_1620,0.007128017
jet_4588,0.95771825
jet_1192,0.019455861
jet_1101,0.022404237
jet_1978,0.0037885322
jet_4212,0.91203165
jet_422,0.10679965
jet_589,0.14453113
jet_2497,0.012747173
jet_2104,0.035600834
jet_657,0.66700935
jet_2697,0.008476541
jet_4050,0.531496
jet_4256,0.64029014
jet_4882,0.849151
jet_426,0.011646314
jet_4280,0.8609208
jet_4819,0.8709095
jet_2907,0.0018830515
jet_3184,0.0892698
jet_1769,0.011521633
jet_2656,0.06728975
jet_3409,0.9142344
jet_4985,0.96168405
jet_2753,0.01117438
jet_1943,0.76582307
jet_1833,0.014997656
jet_8,0.012034516
jet_2927,0.015933158
jet_4140,0.8071484
jet_3360,0.9273044
jet_751,0.012334775
jet_3130,0.005842154
jet_144,0.014177677
jet_670,0.008961618
jet_2291,0.008061164
jet_3066,0.015049061
jet_4295,0.009074418
jet_4180,0.94337726
jet_151,0.012193254
jet_3784,0.93972725
jet_3894,0.7514411
jet_2456,0.005243014
jet_1788,0.48401836
jet_2447,0.007397967
jet_4995,0.798045
jet_4342,0.16502064
jet_3889,0.028046807
jet_561,0.8246161
jet_2432,0.08306355
jet_2881,0.0055346005
jet_3466,0.9059182
jet_416,0.8924437
jet_624,0.020391503
jet_3734,0.8699244
jet_1437,0.015981114
jet_2436,0.30752352
jet_3313,0.8367152
jet_2655,0.006633645
jet_4272,0.9724828
jet_2042,0.0040039653
jet_2845,0.5663979
jet_100,0.47753227
jet_3096,0.017587673
jet_3669,0.45637807
jet_3845,0.299926
jet_2225,0.14309154
jet_555,0.013556797
jet_4826,0.92447907
jet_676,0.012859612
jet_3418,0.69162047
jet_2407,0.010822827
jet_4023,0.94164675
jet_4125,0.8444905
jet_4088,0.9137217
jet_3078,0.6393627
jet_1499,0.015294917
jet_907,0.092569225
jet_468,0.008593266
jet_2644,0.007350964
jet_4916,0.9445428
jet_2233,0.015630687
jet_485,0.02798943
jet_3340,0.913497
jet_486,0.010020172
jet_3950,0.8636979
jet_3838,0.946311
jet_297,0.009623845
jet_1971,0.0136165945
jet_228,0.01211259
jet_4907,0.6658484
jet_3938,0.9413921
jet_3285,0.030997215
jet_2086,0.016394364
jet_3959,0.95559824
jet_3326,0.9132167
jet_1654,0.0076210336
jet_4697,0.85426617
jet_1859,0.07430813
jet_33,0.017829522
jet_2820,0.045761958
jet_3439,0.8392184
jet_2836,0.003575595
jet_414,0.88869876
jet_1684,0.0065445974
jet_1519,0.021082245
jet_465,0.85193574
jet_1907,0.09225012
jet_230,0.025202224
jet_2648,0.0076347175
jet_1010,0.014268119
jet_2498,0.011691583
jet_4870,0.77287227
jet_4745,0.9445905
jet_1835,0.007924424
jet_2998,0.010154334
jet_4755,0.9605775
jet_805,0.0057702702
jet_2555,0.0036510068
jet_1115,0.29583693
jet_626,0.05329764
jet_2145,0.022534553
jet_1614,0.14968656
jet_3249,0.009984297
jet_4687,0.93380976
jet_4110,0.86788416
jet_828,0.01868769
jet_4578,0.9734434
jet_1344,0.008138281
jet_911,0.054428805
jet_4343,0.9440702
jet_1197,0.0033375872
jet_691,0.018415347
jet_1623,0.34519362
jet_3497,0.2477308
jet_889,0.03622958
jet_149,0.0069562183
jet_776,0.013746574
jet_1292,0.021713305
jet_3010,0.62756026
jet_12,0.4432222
jet_1231,0.8422381
jet_4054,0.72365785
jet_3161,0.0035905933
jet_1173,0.119044185
jet_4691,0.93501925
jet_497,0.00914249
jet_3050,0.008536308
jet_3399,0.29601538
jet_3968,0.9271417
jet_4615,0.4956952
jet_1501,0.0076554897
jet_4340,0.7339042
jet_2727,0.002216318
jet_2005,0.008505136
jet_4269,0.9175208
jet_3393,0.9386527
jet_2323,0.014324766
jet_1471,0.04273352
jet_711,0.70924044
jet_4345,0.9224336
jet_4001,0.86277616
jet_1697,0.26211137
jet_3953,0.744009
jet_4041,0.9196632
jet_544,0.0016796625
jet_599,0.012330861
jet_1044,0.011930105
jet_132,0.27152258
jet_1888,0.29321164
jet_4210,0.875426
